0.829384,0.827014,0.827014,0.454976,0.459716,0.744076
0.879147,0.879147,0.893365,0.803318,0.443128,0.774882
0.888626,0.893365,0.893365,0.443128,0.438389,0.815166
0.829384,0.836493,0.836493,0.651659,0.478673,0.753555
0.827014,0.831754,0.843602,0.454976,0.452607,0.767773
0.912322,0.917062,0.912322,0.808057,0.786730,0.803318
0.855450,0.857820,0.860190,0.452607,0.452607,0.755924
0.883886,0.883886,0.881517,0.476303,0.478673,0.774882
0.874408,0.874408,0.872038,0.443128,0.445498,0.779621
0.841232,0.848341,0.879147,0.447867,0.459716,0.767773
0.848341,0.848341,0.848341,0.459716,0.450237,0.763033
0.817536,0.822275,0.819905,0.784360,0.763033,0.748815
0.829384,0.831754,0.834123,0.632701,0.402844,0.751185
0.822275,0.822275,0.822275,0.466825,0.462085,0.758294
0.857820,0.860190,0.864929,0.651659,0.436019,0.763033
0.841232,0.838863,0.836493,0.872038,0.841232,0.751185
0.819905,0.817536,0.810427,0.665877,0.485782,0.729858
0.853081,0.853081,0.850711,0.471564,0.580569,0.746445
0.867299,0.872038,0.872038,0.739336,0.744076,0.772512
0.867299,0.869668,0.874408,0.457346,0.457346,0.763033
