0.831897,0.831897,0.728448,0.728448
0.846983,0.846983,0.752155,0.752155
0.821121,0.825431,0.715517,0.717672
0.814655,0.818966,0.721983,0.724138
0.816810,0.821121,0.704741,0.704741
0.806034,0.806034,0.717672,0.717672
0.879310,0.885776,0.754310,0.754310
0.851293,0.851293,0.747845,0.747845
0.803879,0.806034,0.702586,0.702586
0.801724,0.803879,0.704741,0.704741
0.808190,0.812500,0.702586,0.702586
0.793103,0.793103,0.702586,0.702586
0.769397,0.769397,0.689655,0.689655
0.795259,0.799569,0.696121,0.698276
0.849138,0.851293,0.745690,0.745690
0.866379,0.866379,0.762931,0.762931
0.780172,0.782328,0.711207,0.711207
0.782328,0.782328,0.709052,0.709052
0.795259,0.795259,0.698276,0.698276
0.842672,0.844828,0.734914,0.734914
