1.016393,1.029508,1.022951,0.681967,0.681967,0.698361
1.019672,1.032787,1.036066,0.698361,0.698361,0.691803
0.986885,0.993443,0.983607,0.636066,0.652459,0.649180
1.078689,1.091803,1.085246,0.688525,0.708197,0.704918
1.049180,1.049180,1.049180,0.698361,0.708197,0.698361
1.009836,1.016393,1.016393,0.678689,0.780328,0.678689
1.045902,1.045902,1.045902,0.668852,0.842623,0.675410
1.049180,1.055738,1.052459,0.708197,0.721311,0.701639
1.042623,1.049180,1.049180,0.668852,0.872131,0.672131
0.996721,1.006557,1.003279,0.675410,0.796721,0.672131
1.000000,1.003279,1.003279,0.665574,0.813115,0.681967
1.000000,1.006557,1.006557,0.652459,0.822951,0.675410
0.970492,0.980328,0.973770,0.626230,0.813115,0.649180
1.059016,1.065574,1.059016,0.688525,0.803279,0.688525
0.996721,1.003279,1.006557,0.659016,0.685246,0.688525
1.019672,1.026230,1.022951,0.678689,0.793443,0.681967
1.052459,1.068852,1.065574,0.688525,0.832787,0.701639
1.022951,1.026230,1.026230,0.672131,0.809836,0.672131
1.026230,1.022951,1.032787,0.691803,0.809836,0.688525
1.039344,1.055738,1.039344,0.659016,0.862295,0.675410
