1.066038,1.066038,1.068396,0.653302,0.648585,0.827830
1.106132,1.108491,1.106132,0.587264,0.634434,0.834906
1.153302,1.153302,1.153302,0.615566,0.620283,0.830189
1.106132,1.106132,1.483491,0.629717,0.615566,0.870283
1.127358,1.127358,1.127358,0.601415,0.594340,0.832547
1.075472,1.075472,1.077830,0.622642,0.613208,0.823113
1.117925,1.117925,1.117925,0.676887,0.752358,0.823113
1.101415,1.103774,1.101415,0.650943,0.655660,0.823113
1.101415,1.103774,1.101415,0.636792,0.625000,0.825472
1.127358,1.127358,1.132075,0.587264,0.589623,0.846698
1.122642,1.120283,1.122642,0.599057,0.622642,0.827830
1.113208,1.113208,1.115566,0.613208,0.606132,0.818396
1.103774,1.106132,1.103774,0.648585,0.660377,0.818396
1.084906,1.084906,1.084906,0.813679,0.754717,0.794811
1.120283,1.120283,1.120283,0.589623,0.594340,0.844340
1.129717,1.132075,1.127358,0.627358,0.648585,0.844340
1.082547,1.082547,1.082547,0.606132,0.601415,0.816038
1.117925,1.117925,1.483491,0.584906,0.655660,0.851415
1.148585,1.148585,1.150943,0.594340,0.608491,0.841981
1.025943,1.028302,1.025943,0.613208,0.639151,0.808962
