1.185714,1.185714,0.757143,0.757143
0.985714,0.985714,0.628571,0.628571
1.085714,1.085714,0.700000,0.700000
1.071429,1.085714,0.671429,0.671429
1.100000,1.100000,0.714286,0.714286
1.171429,1.171429,0.728571,0.728571
1.371429,1.371429,0.771429,0.771429
1.071429,1.071429,0.714286,0.714286
1.085714,1.085714,0.671429,0.671429
0.942857,0.942857,0.628571,0.628571
1.171429,1.171429,0.728571,0.728571
1.057143,1.057143,0.642857,0.642857
1.028571,1.042857,0.657143,0.671429
1.014286,1.014286,0.628571,0.628571
1.142857,1.142857,0.685714,0.685714
1.071429,1.071429,0.714286,0.714286
1.000000,1.000000,0.628571,0.628571
1.142857,1.142857,0.714286,0.714286
1.114286,1.114286,0.685714,0.685714
1.071429,1.071429,0.671429,0.671429
