0.949254,0.949254,0.952239,0.564179,0.543284,0.758209
0.982090,0.982090,0.982090,0.695522,0.677612,0.770149
0.997015,0.997015,0.997015,0.802985,0.856716,0.785075
0.973134,0.973134,0.973134,0.728358,0.728358,0.752239
1.000000,1.002985,1.002985,0.600000,0.820896,0.770149
0.955224,0.955224,0.955224,0.620896,0.802985,0.770149
1.014925,1.014925,1.017910,0.779104,0.686567,0.749254
1.020896,1.020896,1.020896,0.582090,0.594030,0.770149
0.943284,0.943284,0.946269,0.620896,0.588060,0.740299
0.967164,0.967164,0.967164,0.770149,0.791045,0.764179
0.946269,0.946269,0.946269,0.773134,0.805970,0.794030
1.107463,1.107463,1.411940,0.591045,0.585075,0.841791
1.017910,1.017910,1.017910,0.758209,0.623881,0.779104
0.994030,0.994030,0.997015,0.594030,0.588060,0.764179
0.943284,0.943284,0.943284,0.743284,0.608955,0.779104
1.002985,1.002985,1.011940,0.749254,0.829851,0.770149
1.053731,1.053731,1.053731,0.805970,0.805970,0.791045
0.967164,0.967164,1.408955,0.617910,0.617910,0.874627
1.014925,1.014925,1.014925,0.820896,0.835821,0.767164
0.985075,0.985075,1.456716,0.588060,0.582090,0.874627
