0.891705,0.896313,0.898618,0.677419,0.748848,0.675115
0.852535,0.850230,0.852535,0.691244,0.723502,0.693548
0.827189,0.827189,0.827189,0.665899,0.748848,0.663594
0.801843,0.808756,0.806452,0.635945,0.767281,0.633641
0.859447,0.861751,0.859447,0.654378,0.654378,0.654378
0.808756,0.813364,0.806452,0.649770,0.778802,0.647465
0.898618,0.900922,0.898618,0.702765,0.700461,0.702765
0.847926,0.850230,0.850230,0.677419,0.751152,0.679724
0.836406,0.841014,0.836406,0.654378,0.783410,0.649770
0.864055,0.870968,0.864055,0.691244,0.744240,0.695853
0.827189,0.827189,0.836406,0.654378,0.746544,0.656682
0.841014,0.843318,0.841014,0.677419,0.732719,0.675115
0.829493,0.829493,0.829493,0.647465,0.758065,0.647465
0.836406,0.838710,0.834101,0.672811,0.675115,0.672811
0.884793,0.887097,0.887097,0.670507,0.668203,0.670507
0.870968,0.875576,0.870968,0.670507,0.672811,0.668203
0.836406,0.843318,0.845622,0.675115,0.730415,0.677419
0.817972,0.822581,0.817972,0.675115,0.675115,0.670507
0.831797,0.836406,0.834101,0.661290,0.753456,0.663594
0.870968,0.873272,0.868664,0.700461,0.732719,0.698157
