1.065789,1.065789,1.062500,0.736842,0.819079,0.723684
0.996711,0.996711,0.996711,0.687500,0.680921,0.687500
1.098684,1.098684,1.085526,0.726974,0.848684,0.720395
1.085526,1.088816,1.085526,0.726974,0.865132,0.726974
1.088816,1.088816,1.082237,0.710526,0.717105,0.710526
1.026316,1.029605,1.026316,0.697368,0.838816,0.690789
1.046053,1.046053,1.046053,0.713816,0.805921,0.710526
1.046053,1.046053,1.046053,0.687500,0.832237,0.694079
1.128289,1.131579,1.134868,0.720395,0.865132,0.726974
1.029605,1.029605,1.023026,0.697368,0.690789,0.694079
1.108553,1.108553,1.111842,0.733553,0.842105,0.733553
1.085526,1.085526,1.088816,0.736842,0.750000,0.740132
0.990132,0.990132,0.986842,0.684211,0.812500,0.677632
1.032895,1.032895,1.032895,0.694079,0.700658,0.690789
0.993421,0.996711,0.996711,0.690789,0.832237,0.687500
1.036184,1.036184,1.036184,0.707237,0.842105,0.703947
1.026316,1.026316,1.026316,0.690789,0.690789,0.687500
1.055921,1.055921,1.049342,0.707237,0.878289,0.697368
1.065789,1.072368,1.065789,0.713816,0.828947,0.713816
1.098684,1.095395,1.098684,0.750000,0.838816,0.750000
