0.860590,0.863271,0.756032,0.756032
0.884718,0.887399,0.769437,0.769437
0.868633,0.868633,0.761394,0.761394
0.927614,0.927614,0.780161,0.780161
0.865952,0.873995,0.745308,0.747989
0.908847,0.908847,0.766756,0.766756
0.906166,0.911528,0.785523,0.788204
0.847185,0.849866,0.737265,0.737265
0.922252,0.924933,0.761394,0.761394
0.903485,0.903485,0.780161,0.780161
0.876676,0.882038,0.750670,0.753351
0.873995,0.876676,0.764075,0.764075
0.949062,0.949062,0.780161,0.777480
0.876676,0.876676,0.753351,0.750670
0.884718,0.884718,0.769437,0.766756
0.876676,0.884718,0.739946,0.739946
0.876676,0.876676,0.742627,0.739946
0.855228,0.860590,0.745308,0.747989
0.890080,0.887399,0.782842,0.780161
0.895442,0.898123,0.772118,0.772118
