0.760989,0.763736,0.760989,0.664835,0.546703,0.681319
0.804945,0.804945,0.804945,0.697802,0.664835,0.692308
0.766484,0.766484,0.766484,0.689560,0.543956,0.706044
0.807692,0.810440,0.807692,0.568681,0.563187,0.733516
0.741758,0.752747,0.741758,0.703297,0.612637,0.664835
0.774725,0.782967,1.285714,0.692308,0.596154,0.829670
0.799451,0.799451,0.799451,0.568681,0.574176,0.722527
0.796703,0.796703,0.796703,0.686813,0.700549,0.706044
0.780220,0.780220,0.785714,0.563187,0.571429,0.706044
0.796703,0.796703,0.793956,0.587912,0.560440,0.703297
0.785714,0.791209,0.791209,0.574176,0.574176,0.708791
0.766484,0.771978,0.774725,0.568681,0.568681,0.697802
0.848901,0.848901,0.848901,0.516484,0.516484,0.747253
0.780220,0.780220,0.780220,0.692308,0.582418,0.711538
0.752747,0.752747,0.755495,0.541209,0.541209,0.700549
0.777473,0.780220,0.777473,0.560440,0.546703,0.708791
0.760989,0.760989,0.760989,0.664835,0.607143,0.675824
0.777473,0.777473,0.777473,0.879121,0.879121,0.673077
0.788462,0.788462,0.785714,0.549451,0.549451,0.692308
0.766484,0.766484,0.766484,0.565934,0.568681,0.695055
