1.292271,1.565217,1.285024,0.533816,0.519324,0.847826
1.403382,1.408213,1.536232,0.649758,0.618357,0.893720
1.567633,1.574879,1.594203,0.582126,0.562802,0.891304
1.318841,1.574879,1.584541,0.801932,0.601449,0.896135
1.362319,1.374396,1.577295,0.799517,0.591787,0.908213
1.342995,1.567633,1.345411,0.809179,0.763285,0.855072
1.314010,1.318841,1.504831,0.809179,0.785024,0.864734
1.400966,1.425121,1.553140,0.601449,0.577295,0.888889
1.342995,1.333333,1.342995,0.611111,0.591787,0.847826
1.533816,1.533816,1.376812,0.562802,0.565217,0.864734
1.531401,1.528986,1.536232,0.611111,0.591787,0.886473
1.391304,1.560386,1.391304,0.618357,0.579710,0.857488
1.500000,1.509662,1.526570,0.577295,0.591787,0.874396
1.519324,1.524155,1.538647,0.630435,0.618357,0.876812
1.490338,1.492754,1.492754,0.599034,0.589372,0.862319
1.403382,1.400966,1.504831,0.765700,0.758454,0.874396
1.301932,1.301932,1.299517,0.603865,0.591787,0.833333
1.410628,1.560386,1.405797,0.632850,0.603865,0.867150
1.507246,1.512077,1.507246,0.584541,0.572464,0.881643
1.350242,1.350242,1.531401,0.628019,0.606280,0.886473
