0.931350,0.931350,0.931350,0.636156,0.643021,0.743707
0.972540,0.977117,0.972540,0.679634,0.681922,0.748284
0.945080,0.947368,0.947368,0.665904,0.661327,0.752860
0.855835,0.858124,1.306636,0.645309,0.643021,0.842105
0.938215,0.938215,0.942792,0.665904,0.665904,0.750572
0.958810,0.961098,0.958810,0.784897,0.846682,0.732265
0.967963,0.967963,1.240275,0.684211,0.675057,0.796339
0.899314,0.901602,0.890160,0.633867,0.645309,0.729977
0.970252,0.970252,0.970252,0.652174,0.668192,0.789474
0.922197,0.929062,1.288330,0.633867,0.627002,0.810069
0.940503,0.942792,0.938215,0.729977,0.654462,0.750572
0.917620,0.919908,1.299771,0.640732,0.638444,0.823799
0.931350,0.929062,0.935927,0.638444,0.645309,0.739130
0.963387,0.963387,0.963387,0.636156,0.643021,0.755149
0.878719,0.881007,0.881007,0.823799,0.839817,0.725400
0.890160,0.892449,0.892449,0.725400,0.665904,0.707094
0.897025,0.897025,0.897025,0.665904,0.677346,0.727689
0.876430,0.878719,1.279176,0.647597,0.654462,0.826087
0.940503,0.940503,0.945080,0.704805,0.670481,0.718535
0.972540,0.977117,0.972540,0.652174,0.661327,0.757437
