0.499333,0.504000,0.453333,0.382667
0.550667,0.542667,0.490667,0.410000
0.498000,0.507333,0.445333,0.392000
0.500000,0.506667,0.455333,0.389333
0.514000,0.513333,0.454667,0.395333
0.548000,0.526000,0.492667,0.408000
0.518667,0.503333,0.472667,0.393333
0.534667,0.515333,0.480000,0.401333
0.518667,0.493333,0.465333,0.392667
0.492667,0.498667,0.454000,0.389333
0.505333,0.494667,0.454000,0.379333
0.524000,0.510000,0.463333,0.395333
0.508000,0.506000,0.444667,0.380667
0.507333,0.510000,0.455333,0.396000
0.500667,0.497333,0.452667,0.384000
0.540667,0.537333,0.478000,0.411333
0.533333,0.516000,0.480000,0.400000
0.509333,0.496000,0.456667,0.384000
0.528667,0.507333,0.474000,0.395333
0.518000,0.504667,0.468667,0.386667
