0.505333,0.489000,0.460667,0.381667
0.503667,0.494667,0.451667,0.381667
0.503333,0.486000,0.453000,0.380333
0.511333,0.485000,0.463000,0.378333
0.490000,0.467667,0.442333,0.360667
0.511667,0.503333,0.458333,0.387667
0.498667,0.488000,0.450667,0.377000
0.473333,0.459000,0.420333,0.351333
0.504333,0.491333,0.454667,0.379333
0.492667,0.488000,0.445000,0.376333
0.490333,0.468333,0.442333,0.361000
0.497333,0.478333,0.446000,0.369000
0.499667,0.486667,0.459000,0.386000
0.503000,0.484000,0.454667,0.375667
0.498667,0.466333,0.454000,0.365667
0.497000,0.490000,0.454000,0.384667
0.491667,0.474667,0.449000,0.369333
0.504667,0.496667,0.458333,0.387000
0.495000,0.479333,0.449667,0.378333
0.492000,0.480000,0.442667,0.373000
