0.657500,0.687500,0.560000,0.580000
0.605000,0.582500,0.520000,0.492500
0.742500,0.755000,0.615000,0.632500
0.595000,0.625000,0.510000,0.517500
0.652500,0.650000,0.557500,0.552500
0.655000,0.697500,0.527500,0.555000
0.622500,0.602500,0.522500,0.502500
0.625000,0.582500,0.512500,0.472500
0.695000,0.705000,0.565000,0.570000
0.622500,0.657500,0.552500,0.585000
0.680000,0.712500,0.577500,0.585000
0.667500,0.722500,0.540000,0.577500
0.645000,0.700000,0.557500,0.592500
0.670000,0.712500,0.582500,0.617500
0.687500,0.650000,0.560000,0.535000
0.695000,0.695000,0.557500,0.557500
0.690000,0.722500,0.582500,0.607500
0.785000,0.755000,0.650000,0.617500
0.640000,0.627500,0.545000,0.547500
0.700000,0.735000,0.577500,0.600000
