0.462222,0.302222,0.462222,0.302222
0.462222,0.262222,0.462222,0.262222
0.462222,0.311111,0.462222,0.311111
0.466667,0.306667,0.466667,0.306667
0.382222,0.240000,0.382222,0.240000
0.426667,0.288889,0.426667,0.288889
0.497778,0.284444,0.497778,0.284444
0.404444,0.275556,0.404444,0.275556
0.493333,0.306667,0.493333,0.306667
0.471111,0.315556,0.471111,0.315556
0.431111,0.311111,0.431111,0.311111
0.511111,0.342222,0.511111,0.342222
0.511111,0.324444,0.511111,0.324444
0.497778,0.320000,0.497778,0.320000
0.515556,0.333333,0.515556,0.333333
0.466667,0.346667,0.466667,0.346667
0.426667,0.364444,0.426667,0.364444
0.426667,0.284444,0.426667,0.284444
0.408889,0.262222,0.408889,0.262222
0.484444,0.315556,0.480000,0.311111
