0.176471,0.164706,0.247059,0.164706
0.152941,0.152941,0.223529,0.152941
0.129412,0.105882,0.223529,0.164706
0.294118,0.200000,0.270588,0.211765
0.211765,0.176471,0.152941,0.129412
0.094118,0.141176,0.258824,0.176471
0.211765,0.188235,0.282353,0.200000
0.141176,0.117647,0.176471,0.094118
0.200000,0.200000,0.258824,0.105882
0.188235,0.105882,0.211765,0.152941
0.188235,0.105882,0.270588,0.152941
0.141176,0.176471,0.258824,0.223529
0.305882,0.317647,0.411765,0.282353
0.188235,0.141176,0.270588,0.152941
0.223529,0.200000,0.294118,0.235294
0.152941,0.141176,0.282353,0.176471
0.105882,0.105882,0.223529,0.129412
0.200000,0.188235,0.305882,0.258824
0.188235,0.200000,0.200000,0.188235
0.294118,0.211765,0.258824,0.141176
