0.457447,0.462766,0.425532,0.441489
0.425532,0.441489,0.409574,0.409574
0.382979,0.388298,0.356383,0.351064
0.372340,0.382979,0.356383,0.372340
0.468085,0.489362,0.425532,0.430851
0.542553,0.547872,0.494681,0.489362
0.489362,0.494681,0.457447,0.446809
0.425532,0.457447,0.409574,0.441489
0.462766,0.462766,0.436170,0.425532
0.505319,0.521277,0.452128,0.462766
0.404255,0.425532,0.388298,0.398936
0.430851,0.457447,0.398936,0.420213
0.484043,0.462766,0.441489,0.425532
0.473404,0.526596,0.420213,0.473404
0.404255,0.452128,0.377660,0.409574
0.452128,0.484043,0.414894,0.425532
0.420213,0.441489,0.382979,0.393617
0.462766,0.430851,0.441489,0.420213
0.441489,0.436170,0.414894,0.398936
0.446809,0.414894,0.420213,0.388298
