0.637500,0.570000,0.545000,0.552500
0.612500,0.670000,0.495000,0.595000
0.577500,0.572500,0.525000,0.575000
0.560000,0.660000,0.452500,0.575000
0.595000,0.715000,0.467500,0.540000
0.675000,0.655000,0.587500,0.532500
0.630000,0.667500,0.515000,0.525000
0.547500,0.722500,0.485000,0.547500
0.647500,0.742500,0.527500,0.660000
0.630000,0.630000,0.542500,0.590000
0.590000,0.605000,0.575000,0.580000
0.740000,0.805000,0.540000,0.575000
0.622500,0.627500,0.520000,0.535000
0.715000,0.647500,0.520000,0.542500
0.560000,0.697500,0.465000,0.487500
0.630000,0.610000,0.507500,0.505000
0.702500,0.730000,0.560000,0.640000
0.590000,0.660000,0.485000,0.542500
0.637500,0.785000,0.532500,0.660000
0.622500,0.760000,0.522500,0.572500
