0.842491,0.844322,0.730769,0.818681
0.846154,0.846154,0.571429,0.576923
0.822344,0.829670,0.608059,0.626374
0.826007,0.829670,0.719780,0.562271
0.813187,0.818681,0.738095,0.633700
0.811355,0.813187,0.650183,0.635531
0.851648,0.857143,0.620879,0.620879
0.855311,0.855311,0.554945,0.543956
0.800366,0.807692,0.675824,0.622711
0.804029,0.807692,0.591575,0.584249
0.813187,0.818681,0.736264,0.727106
0.793040,0.794872,0.573260,0.597070
0.767399,0.769231,0.684982,0.620879
0.809524,0.811355,0.815018,0.858974
0.835165,0.835165,0.569597,0.587912
0.853480,0.853480,0.567766,0.560440
0.791209,0.791209,0.813187,0.891941
0.783883,0.785714,0.639194,0.619048
0.798535,0.798535,0.593407,0.600733
0.831502,0.835165,0.595238,0.608059
