1.925000,1.607500,0.817500,0.795000
1.597500,1.515000,0.787500,0.760000
1.955000,1.537500,0.805000,0.777500
1.647500,1.647500,0.812500,0.822500
2.295000,1.707500,0.842500,0.777500
1.542500,1.490000,0.775000,0.765000
1.862500,1.685000,0.817500,0.777500
1.972500,1.677500,0.840000,0.785000
1.572500,1.547500,0.812500,0.775000
1.715000,1.850000,0.780000,0.812500
1.565000,1.522500,0.787500,0.800000
1.852500,1.827500,0.825000,0.807500
1.635000,1.650000,0.790000,0.802500
1.985000,1.700000,0.857500,0.765000
1.547500,1.515000,0.772500,0.755000
1.740000,1.715000,0.812500,0.795000
1.937500,1.582500,0.812500,0.802500
1.615000,1.667500,0.822500,0.780000
1.795000,1.527500,0.850000,0.785000
1.607500,1.652500,0.805000,0.777500
